ID,First Name,Last Name,Class Level,Desired Class,Credits,Points
89169300,Leroy,Durham,Freshman,COMP 110,32,51
92898819,Lionel,Bender,Freshman,COMP 182,24,54
62159438,Cameron,Harris,Senior,COMP 100,92,243
9379834,Victor,Riggs,Senior,COMP 100,53,155
43994875,Castor,Rice,Junior,COMP 100,83,6
71231531,Allegra,Mann,Freshman,COMP 182,33,118
76397823,Carly,Hancock,Freshman,COMP 110,32,3
14153491,Vera,Galloway,Freshman,COMP 110,28,6
57458310,Bo,Jennings,Freshman,COMP 100,29,35
212378,Hayley,Nixon,Senior,COMP 100,115,290
27169093,Velma,Conway,Grad,COMP 100,130,48
4692170,Anjolie,Travis,Senior,COMP 182,114,277
63079341,Tana,Larson,Sophomore,COMP 100,48,54
75453850,Denton,Leonard,Sophomore,COMP 110,62,35
31630702,Roth,Cruz,Grad,COMP 110,135,359
93162379,Tatiana,Allen,Junior,COMP 100,99,120
59302966,Lacota,Randolph,Senior,COMP 100,154,59
41823681,Rebecca,Alston,Junior,COMP 100,42,75
24739339,Fay,Smith,Grad,COMP 110,120,289
22095432,Quail,Reid,Sophomore,COMP 182,51,42
2895254,Brock,Sweet,Sophomore,COMP 110,76,228
70002107,Desirae,Hernandez,Sophomore,COMP 110,62,125
76078482,Bree,Craig,Freshman,COMP 182,39,49
69822400,Athena,Conrad,Freshman,COMP 110,25,22
24665718,Christine,Cortez,Sophomore,COMP 110,27,85
95696249,Nomlanga,Winters,Grad,COMP 110,170,432
45392235,Kai,Terry,Sophomore,COMP 110,11,3
88211173,Mia,Payne,Sophomore,COMP 110,47,115
62081044,Ulric,Zamora,Freshman,COMP 110,26,19
89410913,Seth,Horton,Junior,COMP 100,1,1
1062598,Riley,Browning,Freshman,COMP 182,29,107
65069651,Kieran,Rich,Senior,COMP 100,69,233
90592559,Alma,Allen,Junior,COMP 182,19,13
14732257,Karly,Anderson,Freshman,COMP 110,38,17
44365245,Phyllis,Abbott,Sophomore,COMP 100,20,37
13284459,Gay,Alvarez,Sophomore,COMP 182,48,154
1452738,Rajah,Wall,Grad,COMP 182,77,147
62759313,Aspen,Schultz,Grad,COMP 100,77,100
13786782,Grant,Floyd,Grad,COMP 110,108,357
26372272,Zoe,Abbott,Senior,COMP 182,61,188
50846338,Beatrice,Hobbs,Freshman,COMP 100,39,116
86563268,Gil,Rodriquez,Sophomore,COMP 182,50,165
78201720,Dahlia,Weeks,Junior,COMP 110,76,92
90990,Yetta,Dickson,Senior,COMP 182,143,210
14052550,Gannon,Bonner,Grad,COMP 182,157,13
17395699,Amy,Chandler,Freshman,COMP 100,25,87
3157539,Buckminster,England,Grad,COMP 100,104,249
73770537,Clark,Mcguire,Junior,COMP 110,96,248
8672131,Rachel,Church,Sophomore,COMP 110,34,117
24273157,Angela,Cain,Freshman,COMP 110,9,6
85534597,Kermit,Miles,Senior,COMP 110,124,251
78896332,Lacota,Howe,Senior,COMP 182,116,431
84170251,Victor,Palmer,Sophomore,COMP 182,22,32
67997513,Herrod,Craft,Junior,COMP 110,44,109
45775615,Bell,Deleon,Sophomore,COMP 182,59,61
54741802,Ray,Landry,Senior,COMP 110,118,163
47227866,Uta,Berger,Freshman,COMP 100,30,99
27758334,Sierra,Turner,Freshman,COMP 110,27,32
46205275,Katelyn,Mcfarland,Junior,COMP 182,95,284
33230716,David,Moore,Freshman,COMP 100,9,28
63691701,Abel,Beck,Sophomore,COMP 182,42,125
39756367,Ulysses,Clayton,Sophomore,COMP 100,47,96
34214105,Sophia,Larsen,Freshman,COMP 182,22,17
78399805,Jakeem,Byers,Freshman,COMP 182,15,47
72048126,Noelani,Andrews,Freshman,COMP 100,9,12
89176517,Edward,Mcmahon,Freshman,COMP 182,16,45
95374279,Quincy,Bruce,Junior,COMP 182,87,92
87809959,Tallulah,Burton,Freshman,COMP 182,28,34
39267742,Erin,Malone,Freshman,COMP 182,36,18
89732858,Ila,Mullen,Grad,COMP 110,150,148
34795853,Justin,Woodard,Freshman,COMP 110,23,49
42072062,Farrah,Ayers,Grad,COMP 100,74,48
76336477,Keith,Jarvis,Freshman,COMP 110,34,113
39035648,Preston,Dillard,Junior,COMP 110,1,2
43683445,Ulla,Williamson,Freshman,COMP 110,14,4
41494271,Yoshi,Rios,Sophomore,COMP 110,37,121
46062377,Kadeem,Maldonado,Sophomore,COMP 110,3,1
73560382,Clayton,Jackson,Sophomore,COMP 110,69,137
78085444,Maxine,Rosales,Freshman,COMP 182,5,18
43891267,Oscar,Porter,Senior,COMP 100,67,0
16540008,Jacqueline,Hines,Sophomore,COMP 100,51,133
14069315,Cameron,Cannon,Senior,COMP 110,108,321
52821911,Sigourney,Watts,Senior,COMP 110,56,19
82925718,Blaze,Murray,Junior,COMP 100,28,6
81074920,Otto,Fleming,Freshman,COMP 110,3,5
40788216,Elizabeth,Merrill,Senior,COMP 110,54,0
44917348,Brielle,Townsend,Grad,COMP 110,147,201
77384359,Myra,Gordon,Senior,COMP 182,84,139
63620608,Jocelyn,Bradley,Freshman,COMP 100,14,18
93211637,Wallace,Acosta,Grad,COMP 110,193,235
68549332,Cain,Wade,Freshman,COMP 100,11,2
43818634,Roary,Blanchard,Junior,COMP 110,41,54
37758968,Elaine,Ayala,Grad,COMP 182,71,15
27533726,Allistair,Harrison,Grad,COMP 110,54,102
55698943,Ethan,Wilkins,Grad,COMP 182,142,203
57060403,Gabriel,Simpson,Freshman,COMP 110,19,23
14832031,Shellie,Horn,Junior,COMP 100,48,104
9660636,Cailin,Hodge,Senior,COMP 182,91,358
29585188,Dorian,Briggs,Sophomore,COMP 110,73,80
75828540,Lester,Allen,Junior,COMP 110,31,112
60347718,Audra,Santana,Senior,COMP 110,11,13
66636013,Maryam,Houston,Grad,COMP 110,59,201
65712123,Miranda,May,Freshman,COMP 182,11,28
73581938,Althea,Dawson,Senior,COMP 110,69,206
86691880,Yvonne,Conway,Freshman,COMP 100,38,6
56934162,Wylie,Johns,Senior,COMP 110,39,98
26037101,Buckminster,Frost,Sophomore,COMP 110,43,13
79273584,Maite,Pruitt,Freshman,COMP 100,7,8
69733857,Vielka,Weiss,Grad,COMP 100,185,43
19357867,Neil,Le,Sophomore,COMP 100,61,195
3317357,Kane,Gaines,Grad,COMP 100,48,86
71169238,Nathaniel,Sawyer,Junior,COMP 182,95,227
6990161,Hayley,Bradshaw,Grad,COMP 100,49,157
20688858,Ali,Leblanc,Grad,COMP 182,95,217
23964381,Sean,Richardson,Sophomore,COMP 100,8,4
95262146,Jessamine,Beach,Freshman,COMP 100,37,110
81629417,Bert,Spencer,Junior,COMP 182,104,187
29114816,Denton,Woodward,Sophomore,COMP 110,33,86
54133623,Jin,West,Sophomore,COMP 110,23,82
79469646,Sandra,Duke,Junior,COMP 182,117,378
72046418,Louis,Chase,Senior,COMP 100,108,273
53232573,Rose,Donaldson,Senior,COMP 182,11,37
52604388,Ezra,Herman,Junior,COMP 182,48,157
21003789,Fallon,Gamble,Junior,COMP 100,43,115
2798461,Nero,Farley,Freshman,COMP 100,0,0
79414164,Honorato,Robles,Junior,COMP 182,108,251
3058530,Judith,Goodman,Freshman,COMP 110,37,34
67934601,Lana,Klein,Grad,COMP 110,194,211
35488016,Britanni,Molina,Grad,COMP 110,10,21
69692942,Flynn,Wood,Sophomore,COMP 100,37,32
97042381,Dominique,Brooks,Senior,COMP 110,85,264
40793424,Lydia,Hartman,Freshman,COMP 182,33,108
78680284,Nash,Robertson,Freshman,COMP 182,33,17
21886636,Ferdinand,Ray,Freshman,COMP 182,29,33
89531304,Ronan,Kline,Grad,COMP 182,182,369
50223999,Moses,Shannon,Grad,COMP 182,64,37
12606015,Brent,Franks,Sophomore,COMP 182,66,138
26238677,Travis,Benton,Sophomore,COMP 100,25,54
71349350,Nissim,Frank,Sophomore,COMP 182,22,59
7466705,Jason,Conway,Freshman,COMP 182,2,3
32994403,Hilary,Clayton,Freshman,COMP 182,15,15
3004122,Berk,Joyce,Grad,COMP 182,51,123
21101957,Nigel,Avery,Grad,COMP 182,38,123
77371850,Jerry,Armstrong,Senior,COMP 182,37,119
66060283,Madeson,Glenn,Junior,COMP 100,28,19
76080750,Hayes,Hayes,Senior,COMP 182,87,285
57231277,Kennedy,Alvarez,Freshman,COMP 110,32,18
44122909,Samantha,Oliver,Junior,COMP 100,54,173
55314002,Carolyn,Beck,Freshman,COMP 100,13,46
71223598,Nathaniel,Livingston,Freshman,COMP 110,33,31
16260299,Guinevere,Potter,Freshman,COMP 110,10,4
18413423,Samson,Perkins,Freshman,COMP 100,32,105
50956965,Jade,Nielsen,Freshman,COMP 100,16,44
91724653,Evangeline,Guthrie,Freshman,COMP 182,29,11
94305111,Adele,Ortega,Freshman,COMP 182,17,64
63548862,Phyllis,Blanchard,Sophomore,COMP 100,48,105
87188254,Anika,Baker,Freshman,COMP 100,15,53
5647417,Tashya,Mckee,Grad,COMP 110,137,465
97109462,Amaya,Mcfarland,Freshman,COMP 100,11,36
61189784,Tamara,Conway,Junior,COMP 182,55,119
61184992,Lenore,William,Freshman,COMP 100,14,45
18223972,Upton,Medina,Junior,COMP 110,31,98
66730034,Buckminster,Oneal,Junior,COMP 182,22,33
19307359,Brock,Lane,Grad,COMP 100,49,34
81504030,Sarah,Flynn,Senior,COMP 100,97,323
41008224,Carolyn,Simpson,Grad,COMP 182,55,135
31461821,Rogan,Ramsey,Sophomore,COMP 182,31,23
29687320,Scott,Serrano,Grad,COMP 110,175,647
70090088,Jasper,Matthews,Senior,COMP 110,62,19
66050799,Velma,Cannon,Junior,COMP 182,97,352
97557117,Calvin,Fletcher,Senior,COMP 182,122,172
80423875,Gwendolyn,Dawson,Freshman,COMP 182,8,19
93220036,Thane,Roach,Grad,COMP 182,59,113
94289131,Kareem,Perry,Freshman,COMP 100,4,9
8129037,Bethany,Valentine,Freshman,COMP 182,10,37
34752125,Megan,Tanner,Senior,COMP 182,30,41
61345330,Mira,Miles,Sophomore,COMP 110,62,246
29176196,Donna,Marshall,Grad,COMP 110,198,79
97899945,Alika,Harvey,Senior,COMP 100,158,391
93463485,Merrill,Paul,Sophomore,COMP 100,9,4
28786605,Barry,Stewart,Freshman,COMP 110,34,21
42291532,Jessamine,Ayers,Sophomore,COMP 110,58,184
29486280,Malachi,Soto,Senior,COMP 182,74,293
47040818,Cathleen,Sharpe,Sophomore,COMP 182,2,7
36083516,Karina,Kennedy,Sophomore,COMP 110,65,187
68079764,Chloe,Sanders,Sophomore,COMP 110,71,161
78577608,Yolanda,Clemons,Senior,COMP 182,28,43
76893383,Mikayla,Bruce,Senior,COMP 100,140,125
27239426,Jena,Carson,Senior,COMP 100,128,401
76187785,Quentin,Conway,Junior,COMP 100,113,8
679322,Boris,Myers,Grad,COMP 100,176,83
11658555,Lee,Underwood,Sophomore,COMP 182,60,19
30630034,May,French,Grad,COMP 110,134,40
90889532,Chastity,Holloway,Junior,COMP 100,73,214
71016184,Guinevere,Donovan,Junior,COMP 182,86,155
58212912,Amelia,Morton,Grad,COMP 110,68,1
39634873,Brandon,Bradley,Freshman,COMP 110,22,64
52409584,MacKenzie,Reyes,Junior,COMP 100,28,53
20185084,Shad,Garner,Senior,COMP 100,1,3
15389082,Chloe,Benton,Senior,COMP 110,111,251
34099535,Andrew,Gamble,Freshman,COMP 110,10,10
27296317,Vivien,Lester,Grad,COMP 110,74,221
86171787,Wynne,Cervantes,Freshman,COMP 110,30,24
53047691,Marsden,Leon,Junior,COMP 100,6,10
45855746,Evangeline,Barker,Sophomore,COMP 182,64,88
84765834,Chase,Harris,Freshman,COMP 110,29,102
31245155,Edward,Blake,Junior,COMP 110,107,95
5537531,Madonna,Santana,Senior,COMP 110,106,175
31050552,Candice,Reilly,Grad,COMP 110,110,18
28783546,Joel,Richardson,Senior,COMP 100,58,158
15989562,Bernard,Kane,Freshman,COMP 110,21,37
27405628,Robin,David,Senior,COMP 110,3,1
29447846,Eagan,Joseph,Sophomore,COMP 110,44,7
38842486,Seth,Pena,Sophomore,COMP 110,12,13
10188153,Teagan,Watkins,Sophomore,COMP 110,46,155
88824443,Ursa,Gibbs,Freshman,COMP 110,7,5
23083304,Kirby,Chen,Grad,COMP 100,32,67
12264953,Irma,Russell,Junior,COMP 182,104,241
66839828,Barry,Rodgers,Senior,COMP 110,22,41
16566994,Garrett,Mathis,Junior,COMP 100,50,190
28270611,Mallory,Chandler,Freshman,COMP 110,5,13
725604,Philip,Aguilar,Junior,COMP 100,6,12
32177105,Mercedes,Stein,Senior,COMP 100,110,29
90406000,Francesca,Delaney,Sophomore,COMP 182,4,2
88092811,Xenos,Adams,Grad,COMP 182,80,185
77171144,Amanda,Doyle,Senior,COMP 182,134,35
49082736,Tanner,Baird,Grad,COMP 182,9,21
226855,Taylor,Cline,Sophomore,COMP 100,67,209
45264793,Carter,Ortiz,Senior,COMP 110,91,83
42357714,Bell,Mccray,Freshman,COMP 100,0,0
26155078,Cleo,Lucas,Freshman,COMP 110,16,9
96806813,Slade,Snow,Grad,COMP 110,122,249
73665548,Sasha,Vincent,Junior,COMP 182,30,8
79834647,Chaney,Blanchard,Senior,COMP 100,59,115
90337267,Celeste,Mccormick,Junior,COMP 100,0,0
68248314,Jillian,Torres,Freshman,COMP 100,32,99
17977930,Edan,Hoover,Grad,COMP 182,104,93
71756067,Quentin,Mcgee,Junior,COMP 100,25,13
46242031,Eleanor,Harvey,Sophomore,COMP 100,42,24
87685377,Chaim,Herman,Junior,COMP 100,29,45
58351081,Myra,Eaton,Sophomore,COMP 110,24,0
75604027,Regina,Hensley,Grad,COMP 110,173,10
92593791,Keelie,Nunez,Freshman,COMP 182,0,0
44924154,Neil,Winters,Sophomore,COMP 110,72,125
73917361,Octavius,Dixon,Junior,COMP 110,66,16
74882341,Miranda,Oneal,Freshman,COMP 100,6,4
21553366,Ayanna,Goff,Grad,COMP 182,122,180
71614302,Otto,Benjamin,Junior,COMP 100,61,1
74900298,Akeem,Terry,Sophomore,COMP 100,67,233
53990512,Kendall,Lang,Freshman,COMP 182,24,79
62098670,Brendan,Wilkins,Senior,COMP 182,40,17
26631978,Zorita,Dominguez,Senior,COMP 100,129,198
32910012,Brianna,Cummings,Sophomore,COMP 100,53,209
55865814,Kermit,Franco,Grad,COMP 182,77,138
47584677,Wyatt,Cain,Junior,COMP 182,5,14
45208702,Cameron,Morse,Senior,COMP 182,1,0
14127339,Connor,Hinton,Freshman,COMP 182,17,16
18020731,Michael,York,Senior,COMP 100,20,43
33683947,Tara,Glover,Senior,COMP 100,136,291
20486344,Zephr,Cooper,Senior,COMP 100,151,391
11441917,Cole,Schneider,Senior,COMP 110,75,44
54414008,Baker,Sutton,Junior,COMP 110,23,39
73979748,Erich,Petersen,Senior,COMP 182,107,39
60479167,Sierra,Rodriquez,Sophomore,COMP 182,58,26
89810669,Phyllis,Griffin,Freshman,COMP 110,23,79
61114944,Lavinia,Booker,Freshman,COMP 110,36,117
78318760,Kirk,Puckett,Sophomore,COMP 182,3,6
3019283,Lois,Pearson,Junior,COMP 100,92,119
96262298,Thane,Dean,Grad,COMP 100,9,9
66751297,Tobias,May,Freshman,COMP 100,6,1
31515229,Miranda,Harding,Grad,COMP 110,53,69
84692376,Hilary,Chapman,Senior,COMP 182,31,45
31518461,Dalton,Hopper,Senior,COMP 100,112,141
68832575,Boris,Colon,Sophomore,COMP 182,24,6
83486783,Xavier,Mueller,Freshman,COMP 110,25,20
16503123,Kaseem,Gilliam,Junior,COMP 182,16,48
2088362,Mollie,Stone,Freshman,COMP 182,39,34
49737235,Adele,Kim,Grad,COMP 100,155,0
13366573,Laith,Melton,Grad,COMP 100,34,33
34645359,Echo,Miles,Grad,COMP 100,109,209
74038988,Neil,Kelley,Junior,COMP 100,18,68
27907948,Grady,Mooney,Sophomore,COMP 110,3,3
75434631,Audrey,Sparks,Grad,COMP 182,117,270
47022510,Hermione,Lindsey,Junior,COMP 100,82,236
9021911,Rowan,Raymond,Grad,COMP 110,131,246
70085566,Forrest,Christensen,Senior,COMP 100,27,59
507826,Colin,Gay,Junior,COMP 100,112,362
65663913,Fallon,Blanchard,Junior,COMP 100,61,81
77493296,Maya,Spears,Junior,COMP 182,72,283
33983834,Virginia,Jennings,Senior,COMP 182,78,223
36312513,Indigo,Neal,Junior,COMP 182,109,132
52095110,Bethany,Hahn,Grad,COMP 100,129,499
69942484,Roary,Riddle,Junior,COMP 110,0,0
60762836,Cooper,Reese,Senior,COMP 182,3,10
59226000,Colton,Mcleod,Grad,COMP 110,37,83
88138154,Kibo,Pearson,Freshman,COMP 100,27,80
79269871,Wendy,Cote,Senior,COMP 182,81,73
38445157,Clayton,Alvarez,Senior,COMP 100,145,171
63949788,Axel,Fitzgerald,Sophomore,COMP 182,36,17
96025541,Kaseem,Mcclure,Senior,COMP 182,138,40
49195741,Emily,Blanchard,Grad,COMP 182,132,475
80968915,Kiayada,Mckay,Grad,COMP 182,191,347
31305778,Herman,Koch,Junior,COMP 110,88,89
70396895,Aphrodite,Blanchard,Sophomore,COMP 110,22,26
86731601,Randall,Miles,Grad,COMP 110,199,358
42687599,Andrew,Gay,Freshman,COMP 182,8,29
85670049,Yuli,Ramsey,Senior,COMP 182,104,398
78915792,Devin,Fletcher,Grad,COMP 100,147,17
69490739,Anthony,Bush,Freshman,COMP 110,5,5
11724575,Illiana,Bird,Freshman,COMP 182,5,2
82747143,Winifred,Osborn,Junior,COMP 182,78,226
6549737,Tanya,Joyner,Sophomore,COMP 182,9,20
79345709,Calista,Cruz,Sophomore,COMP 110,58,20
70868117,Rhoda,Nash,Sophomore,COMP 110,13,1
35508989,Channing,Frazier,Senior,COMP 110,51,111
67142726,Chava,Britt,Senior,COMP 110,52,17
36386125,Kalia,Guerra,Grad,COMP 100,109,147
10935642,Judith,Baker,Freshman,COMP 110,0,0
62658581,Donna,Whitley,Grad,COMP 110,16,25
68762682,Imani,Bird,Junior,COMP 100,37,133
89161076,Angela,Hahn,Freshman,COMP 182,11,30
48954968,Mariko,Berry,Sophomore,COMP 182,60,213
719335,Amy,Chase,Sophomore,COMP 100,44,71
15262330,Margaret,Jackson,Senior,COMP 110,100,37
72822742,Zane,Serrano,Freshman,COMP 100,23,50
61371578,Cole,Parrish,Grad,COMP 110,153,557
8619071,Rajah,Harding,Sophomore,COMP 100,77,269
48139578,Ciaran,Montoya,Grad,COMP 182,11,27
45795856,Eugenia,Carroll,Junior,COMP 182,66,121
47374129,Flavia,Huber,Junior,COMP 100,115,431
8297132,Aubrey,Carroll,Junior,COMP 182,49,104
35518521,Vanna,Tillman,Senior,COMP 100,47,104
22645151,Judah,Morrison,Grad,COMP 110,94,333
83505365,Vladimir,Lloyd,Sophomore,COMP 182,66,80
2100970,Blaine,Huber,Freshman,COMP 100,23,9
70992894,Mechelle,Riddle,Junior,COMP 110,60,58
14293990,Ryan,Becker,Freshman,COMP 100,39,88
57129088,Graiden,Dunn,Freshman,COMP 110,28,24
45734481,Michael,Watts,Freshman,COMP 110,30,67
44505193,Meredith,May,Sophomore,COMP 182,25,23
91348037,Chandler,Church,Sophomore,COMP 100,64,177
59048235,Medge,Guerra,Senior,COMP 110,122,18
54719698,Olga,Cooke,Sophomore,COMP 110,78,203
21003271,Herrod,Wagner,Sophomore,COMP 100,42,43
93272023,Anastasia,Sheppard,Freshman,COMP 182,27,81
93483479,Travis,Edwards,Sophomore,COMP 182,49,168
92530121,Illana,Benjamin,Grad,COMP 182,23,72
92755836,Maia,Ballard,Freshman,COMP 100,10,32
86454907,Reece,Gross,Freshman,COMP 100,4,1
10693333,Deanna,Valdez,Senior,COMP 182,128,349
51112018,Logan,Pugh,Junior,COMP 182,83,54
74698264,Deanna,Montgomery,Grad,COMP 100,26,31
95840060,Victor,Lee,Junior,COMP 100,25,36
97879820,Tarik,Spencer,Junior,COMP 182,18,10
35937174,Vera,Church,Grad,COMP 182,83,234
4567923,Rachel,Dillon,Senior,COMP 100,36,5
46417586,Hiram,Carson,Sophomore,COMP 110,49,179
86880639,Guinevere,Hewitt,Senior,COMP 110,147,582
58037128,Lars,Larsen,Freshman,COMP 100,37,136
12404001,Tatyana,Malone,Grad,COMP 100,109,263
72043661,Gannon,Payne,Grad,COMP 110,100,101
22162209,Porter,Norton,Sophomore,COMP 110,40,113
6086169,Jarrod,Sutton,Junior,COMP 182,89,115
11973627,Aileen,Boyer,Sophomore,COMP 110,64,26
72926499,Quail,Johns,Freshman,COMP 182,6,20
49588581,Lucas,Meyers,Junior,COMP 110,114,179
18621124,Illana,Morales,Junior,COMP 110,114,413
53214446,Joshua,Hunter,Freshman,COMP 182,31,26
24033568,Leandra,Alston,Junior,COMP 100,10,30
77792156,McKenzie,Clayton,Freshman,COMP 182,23,84
8303028,Cherokee,Floyd,Freshman,COMP 182,34,57
13262872,Haley,Villarreal,Freshman,COMP 110,3,11
80588853,Sloane,Becker,Grad,COMP 182,148,259
9777260,Wayne,Atkinson,Senior,COMP 182,25,17
30461396,Brooke,Walsh,Freshman,COMP 110,29,38
43156934,Julie,Mccullough,Senior,COMP 100,57,193
44667462,Rana,Case,Sophomore,COMP 100,11,43
64578170,Cassady,Richardson,Senior,COMP 182,142,81
81903223,Dante,Turner,Senior,COMP 182,152,405
44927084,Emerson,Holman,Sophomore,COMP 182,34,13
37223785,Colin,Wilkins,Junior,COMP 110,100,337
65213365,Philip,Parrish,Grad,COMP 182,69,182
8426399,Colorado,Cardenas,Grad,COMP 100,158,287
59885443,Bo,Wyatt,Grad,COMP 110,170,200
17184121,Carla,Hansen,Sophomore,COMP 110,36,102
78334823,Eden,Walter,Senior,COMP 110,80,23
35583539,Alisa,Sloan,Freshman,COMP 100,14,6
40715292,Harding,Stokes,Senior,COMP 100,62,194
15655838,Jameson,Duncan,Sophomore,COMP 110,49,159
27199130,Robin,Mills,Sophomore,COMP 100,17,43
60476276,Edward,Edwards,Sophomore,COMP 110,47,143
30802450,Emi,Bright,Grad,COMP 182,164,535
92428129,Quail,Colon,Freshman,COMP 110,1,3
3313398,Moana,Tucker,Grad,COMP 100,174,386
43007306,Leah,Henry,Freshman,COMP 100,35,131
90274794,Laura,Randolph,Senior,COMP 110,25,53
28187092,Lewis,Foster,Grad,COMP 182,155,498
81478218,Ulla,Blake,Senior,COMP 182,78,225
38179947,Iona,Lawrence,Sophomore,COMP 100,17,0
59384107,Gay,Hanson,Sophomore,COMP 182,32,6
1249361,Xavier,Hester,Freshman,COMP 182,19,59
79145471,Olga,Branch,Junior,COMP 182,50,152
98500548,Maisie,Stuart,Sophomore,COMP 100,51,28
60841029,Harriet,Donaldson,Grad,COMP 182,33,30
6608706,Brett,Blair,Sophomore,COMP 182,22,18
59149469,Carl,Branch,Senior,COMP 100,108,216
93337979,Nayda,Bowman,Junior,COMP 182,111,128
15244199,Fallon,Madden,Junior,COMP 110,32,59
10222838,Laura,Welch,Freshman,COMP 110,38,129
35419093,Bree,Petersen,Grad,COMP 182,107,180
23634655,Victor,Reese,Senior,COMP 100,62,165
78861739,Penelope,Macdonald,Senior,COMP 182,14,4
63402873,Amaya,Garrett,Senior,COMP 100,51,41
76469446,Nasim,Dickerson,Freshman,COMP 100,10,1
48264976,Uma,Vargas,Junior,COMP 100,115,362
78322063,Alana,Mendez,Freshman,COMP 110,7,27
55942828,Kylan,Ochoa,Senior,COMP 110,152,170
65421436,Ebony,Alvarez,Sophomore,COMP 100,71,84
35194655,Nora,Carpenter,Junior,COMP 100,1,2
75634020,Jordan,Coffey,Senior,COMP 182,29,112
54713637,William,Mckinney,Freshman,COMP 182,12,6
73868742,Benjamin,Ramos,Grad,COMP 182,102,284
36325853,Simone,Salas,Sophomore,COMP 110,78,101
41198769,Cleo,Moore,Senior,COMP 182,108,24
43736806,Isabella,Craft,Freshman,COMP 110,20,40
61436991,Adrienne,Hurley,Junior,COMP 100,11,32
76548611,Nigel,Marshall,Sophomore,COMP 100,64,65
41976485,Amethyst,Gray,Junior,COMP 182,82,117
26265882,Howard,Dalton,Freshman,COMP 100,14,15
98173608,Brian,Berger,Sophomore,COMP 110,65,234
98328949,Randall,Higgins,Senior,COMP 100,130,409
78086836,Graiden,Stewart,Freshman,COMP 182,39,87
7572674,Katell,Pitts,Freshman,COMP 100,24,57
14486710,Madonna,Mcneil,Senior,COMP 100,116,288
67048029,Brandon,Leon,Grad,COMP 110,13,31
7620622,Dalton,Rogers,Junior,COMP 100,113,438
84614984,Andrew,Bates,Sophomore,COMP 182,44,85
64682942,Barbara,Patterson,Senior,COMP 110,91,158
28045245,Mira,Montgomery,Senior,COMP 110,61,18
39097752,Emma,Wilcox,Senior,COMP 100,158,491
65436152,Hollee,Gomez,Junior,COMP 110,113,6
19428747,Skyler,Beasley,Senior,COMP 182,67,66
35274429,Griffin,Chambers,Junior,COMP 182,48,1
24617881,Sierra,Bradford,Freshman,COMP 110,5,10
58223114,Kenneth,Montgomery,Senior,COMP 182,106,152
59271214,Tate,Mercer,Grad,COMP 182,54,106
77897180,Cecilia,Alston,Freshman,COMP 110,35,65
69922513,Robin,Martinez,Sophomore,COMP 182,65,21
21176892,Allen,Sexton,Sophomore,COMP 100,70,216
60044650,Hall,Chan,Freshman,COMP 110,30,80
90649030,Unity,Hines,Junior,COMP 110,95,70
63324874,Anjolie,Cotton,Junior,COMP 100,46,89
43849624,Margaret,Watts,Freshman,COMP 182,22,57
51706051,Charlotte,Booth,Freshman,COMP 100,20,61
74441139,Carla,Spence,Junior,COMP 182,12,14
4140277,Leroy,Finley,Senior,COMP 100,74,246
85418235,Renee,Schwartz,Senior,COMP 110,84,123
22605373,Laith,Ramirez,Grad,COMP 182,43,25
88711296,Myra,Dixon,Senior,COMP 110,59,41
51458170,Anjolie,Jones,Senior,COMP 110,107,379
61081011,Wayne,Stout,Freshman,COMP 110,11,8
9028425,Seth,Carroll,Junior,COMP 182,74,75
23255391,Scarlet,Mcneil,Freshman,COMP 100,30,8
91618168,Solomon,Austin,Senior,COMP 110,71,229
5289300,Asher,Mcneil,Junior,COMP 110,46,57
86671613,Hedley,Olsen,Grad,COMP 110,38,142
95520447,Abel,Hardin,Junior,COMP 182,109,199
52749711,Quintessa,Reyes,Junior,COMP 110,9,35
50841097,Willa,Rollins,Sophomore,COMP 110,48,22
20955954,Orla,Gardner,Grad,COMP 110,63,154
16422963,Petra,Harrison,Junior,COMP 182,79,142
93853582,Idona,Glass,Junior,COMP 110,5,9
82632789,Odessa,Nunez,Senior,COMP 182,47,156
56223443,Deborah,Bradley,Senior,COMP 110,46,67
55592135,Kylie,Workman,Junior,COMP 100,44,123
54725710,Ivan,Snow,Freshman,COMP 182,0,0
30921589,Savannah,Rodriguez,Grad,COMP 100,66,230
57086945,Tara,Dotson,Freshman,COMP 110,28,1
11474335,Cora,Mercer,Freshman,COMP 100,2,3
28173289,Kennedy,Whitaker,Freshman,COMP 182,20,10
50614016,Vincent,Bean,Sophomore,COMP 100,40,7
11619621,Charissa,Hood,Senior,COMP 110,70,44
70613022,Florence,Fowler,Freshman,COMP 182,30,114
33116347,Akeem,Beach,Junior,COMP 110,41,12
89076451,Geoffrey,Montoya,Freshman,COMP 182,14,24
95862632,Pascale,Mendoza,Sophomore,COMP 182,78,169
18483560,Savannah,Small,Grad,COMP 100,18,44
14943223,Tatiana,Bowman,Grad,COMP 110,155,602
14057997,Zeph,Irwin,Grad,COMP 110,22,24
14285562,Emerald,Hardin,Freshman,COMP 100,23,35
13407289,Charlotte,Palmer,Freshman,COMP 110,35,68
34739009,Janna,Lowe,Junior,COMP 110,102,361
58691159,Leandra,Walsh,Senior,COMP 182,151,147
40480061,Lael,Leon,Grad,COMP 100,105,406
99715032,Jesse,Castro,Junior,COMP 182,105,296
69008215,Tatyana,Lowe,Senior,COMP 110,122,367
71263091,Xerxes,Keller,Senior,COMP 110,17,53
